,loss,accuracy,val_loss,val_accuracy
0,0.8267277479171753,0.668710470199585,6.378048419952393,0.0
1,0.6862573623657227,0.7351661324501038,3.6923015117645264,0.001583531266078353
2,0.6319275498390198,0.7551423907279968,5.012399673461914,0.0
3,0.5594881176948547,0.7899525165557861,4.621158123016357,0.0
4,0.525554358959198,0.8047863841056824,3.671322822570801,0.0023752970155328512
5,0.49850472807884216,0.8138844966888428,6.778713703155518,0.0
6,0.44755032658576965,0.8368275165557861,3.5069222450256348,0.03167062625288963
7,0.4133995771408081,0.8528481125831604,3.3373303413391113,0.24940617382526398
8,0.37292951345443726,0.8595727682113647,4.7684006690979,0.09105304628610611
9,0.33674317598342896,0.8783623576164246,3.853203296661377,0.022169437259435654
10,0.3239035904407501,0.8890427350997925,2.6063005924224854,0.35233572125434875
11,0.2964835464954376,0.8961629867553711,3.14375376701355,0.3919239938259125
12,0.27509939670562744,0.9036787748336792,2.136920928955078,0.4251781404018402
13,0.25664007663726807,0.9121835231781006,2.392535448074341,0.54473477602005
14,0.24374152719974518,0.9149525165557861,2.0065085887908936,0.5471100807189941
15,0.20566201210021973,0.9289952516555786,3.476794481277466,0.35471099615097046
16,0.2162531614303589,0.9220727682113647,0.08998805284500122,0.9635787606239319
17,0.19355380535125732,0.936906635761261,7.991326808929443,0.0023752970155328512
18,0.19401094317436218,0.9351266026496887,2.5150551795959473,0.4853523373603821
19,0.17793412506580353,0.9426423907279968,2.7545812129974365,0.4259698987007141
20,0.15558895468711853,0.9454113841056824,3.837646007537842,0.2391132265329361
21,0.1702379584312439,0.9432357549667358,4.214097499847412,0.31512272357940674
22,0.1487816870212555,0.9515427350997925,7.175039768218994,0.007917656563222408
23,0.14005066454410553,0.9521360993385315,1.5179952383041382,0.6611242890357971
24,0.14329977333545685,0.9533227682113647,2.671140670776367,0.31433096528053284
25,0.12479090690612793,0.9624208807945251,3.5253851413726807,0.3285827338695526
26,0.1258573979139328,0.9582673907279968,0.7206799387931824,0.7806808948516846
27,0.10862506181001663,0.9679588675498962,1.3564436435699463,0.7086302638053894
28,0.1255752295255661,0.9594541192054749,1.6697005033493042,0.6215360164642334
