,loss,accuracy,val_loss,val_accuracy
0,0.9511294960975647,0.6319224834442139,2.9275059700012207,0.0
1,0.7323894500732422,0.7234968543052673,3.293642520904541,0.0
2,0.6401489973068237,0.7612737417221069,3.1029396057128906,0.0
3,0.5974880456924438,0.783030092716217,2.2057039737701416,0.0
4,0.5690217018127441,0.795094907283783,27.417089462280273,0.001583531266078353
5,0.5184053182601929,0.8085442781448364,5.236141204833984,0.03167062625288963
6,0.45576298236846924,0.829905092716217,6.571906089782715,0.18210609257221222
7,0.3953065872192383,0.863132894039154,1.5418362617492676,0.54473477602005
8,0.3937266767024994,0.8589794039726257,5.083156585693359,0.15835312008857727
9,0.33579781651496887,0.8799446225166321,1.0344393253326416,0.6413301825523376
10,0.3106989860534668,0.8931962251663208,2.0018842220306396,0.5225653052330017
11,0.2791980504989624,0.9017009735107422,0.6482137441635132,0.8139351010322571
12,0.24794571101665497,0.9111946225166321,1.47350013256073,0.6310372352600098
13,0.23880775272846222,0.9202927350997925,3.469059944152832,0.2771179676055908
14,0.22025392949581146,0.9274129867553711,5.8069987297058105,0.12509897351264954
15,0.21543478965759277,0.9274129867553711,1.4143786430358887,0.6832937598228455
16,0.19266749918460846,0.9375,2.0073084831237793,0.5265241265296936
17,0.1929553598165512,0.9331487417221069,1.631773829460144,0.5605700612068176
18,0.168598011136055,0.9420490264892578,1.8554357290267944,0.5597783327102661
19,0.17064782977104187,0.9408623576164246,3.990913152694702,0.34600159525871277
20,0.14248362183570862,0.953125,1.1431851387023926,0.7300079464912415
21,0.16240961849689484,0.9462025165557861,0.5155227780342102,0.8638163208961487
22,0.14294365048408508,0.9556962251663208,1.3524705171585083,0.7252573370933533
23,0.143234983086586,0.9541139006614685,0.9067962765693665,0.7656373977661133
24,0.14024679362773895,0.956882894039154,1.9973188638687134,0.6183689832687378
25,0.1320377141237259,0.956882894039154,1.31783926486969,0.7197149395942688
26,0.13860325515270233,0.9535205960273743,1.9525935649871826,0.5795724391937256
27,0.10843121260404587,0.9640031456947327,0.7971901297569275,0.7727632522583008
28,0.11324502527713776,0.9606408476829529,1.284041166305542,0.6753761172294617
29,0.1168159544467926,0.9608386158943176,1.5264036655426025,0.6658748984336853
30,0.10116451233625412,0.9683544039726257,1.2018340826034546,0.7577196955680847
31,0.08988464623689651,0.9729034900665283,0.055218156427145004,0.980997622013092
32,0.11685527116060257,0.9626186490058899,1.8383151292800903,0.6563737392425537
33,0.08483204990625381,0.972507894039154,0.5637698769569397,0.8289785981178284
34,0.09151532500982285,0.9711233973503113,0.4829410910606384,0.8558986783027649
35,0.1018739864230156,0.9653876423835754,3.8263092041015625,0.45288994908332825
36,0.08036449551582336,0.9748813509941101,5.739120960235596,0.31828978657722473
37,0.07273627072572708,0.9786392450332642,2.7220652103424072,0.5811559557914734
38,0.09088785201311111,0.9717167615890503,1.498905062675476,0.6912114024162292
39,0.08149781078100204,0.9754746556282043,1.6257965564727783,0.7347584962844849
40,0.07682222872972488,0.9756724834442139,1.6912013292312622,0.6706255078315735
41,0.06415925174951553,0.981210470199585,3.1082746982574463,0.5241488814353943
42,0.07524671405553818,0.9762658476829529,1.1400010585784912,0.7355502843856812
43,0.06931212544441223,0.9800237417221069,0.9173259139060974,0.7949327230453491
